Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Brooklyn,Ocean Hill,NW Howard Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,3030100,,,40.67812845,-73.91918834,81,149,POINT (-73.91918834 40.67812845),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=45,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363737,55,8,BKN03,BKN035,BKN,25
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Compost Learning Center,758 Enright Rd,NYC Compost Project Hosted by Earth Matter NY,May 1- November 1,Saturdays and Sundays (Start Time: 12:00 PM - End Time:  4:00 PM),,,101,1,1000500,,,40.6871579,-74.0201142,1,17,POINT (-74.0201142 40.6871579),,,61,10,MN01,,MN,26
Bronx,Throgs Neck-Schuylerville,The Garden at Preston,"2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)",Northeast Bronx Farmers Market Project,March- November,Tuesdays (Start Time: 4:00 PM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/northeastbronxcommunityfarmersmarket/,210,13,2013200,,,40.8139813,-73.8190803,45,349,POINT (-73.8190803 40.8139813),,,82,14,BX10,BX103,BX,34
Brooklyn,Prospect Heights,NW Grand Avenue & St. Marks Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020500,,,40.67726495,-73.96265991,77,80,POINT (-73.96265991 40.67726495),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=112,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363804,44,9,BKN08,BKN081,BKN,25
Bronx,Mott Haven-Port Morris,Padre Plaza Community Garden,"541 E 139th St, Bronx, NY 10454",Padre Plaza Community Garden,Year Round,Mondays and Wednesdays (Start Time: 12:00 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",,201,8,2003900,,,40.8079687,-73.917581,40,201,POINT (-73.917581 40.8079687),,,84,15,BX01,BX012,BX,29
Brooklyn,Bay Ridge,4th Avenue Presbyterian Church,"6753 4th Avenue, Brooklyn, NY 11220",4th Avenue Presbyterian Church,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",,310,43,3012600,,,40.635514,-74.022767,68,24,POINT (-74.022767 40.635514),,,51,10,BKS10,BKS101,BKS,17
Bronx,Mount Eden-Claremont (West),SE Eastburn Avenue & East 174th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,15,2022902,,,40.84471862,-73.90847526,44,256,POINT (-73.90847526 40.84471862),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=212,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363904,86,15,BX04,BX043,BX,32
Brooklyn,Crown Heights (North),SE Classon Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3030500,,,40.67741189,-73.95897587,77,85,POINT (-73.95897587 40.67741189),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=140,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363832,57,9,BKN08,BKN081,BKN,25
Brooklyn,Bensonhurst,Bay Parkway at 66th Street,east of Bay Parkway between 66th Street & West 8th Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,44,3043200,,,40.613046,-73.982115,62,173,POINT (-73.982115 40.613046),,,47,9,BKS11,BKS116,BKS,17
Bronx,Soundview-Clason Point,NE Taylor Avenue & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2004200,,,40.82162476,-73.86291526,43,344,POINT (-73.86291526 40.82162476),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=14,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363706,85,14,BX09,BX094,BX,34
Manhattan,Manhattanville-West Harlem,NE Corner Amsterdam Avenue & W 133 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,9,1021303,,,40.81762957,-73.95314779,26,180,POINT (-73.95314779 40.81762957),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=142,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363834,70,13,MN09,MN092,MN,30
Bronx,Concourse-Concourse Village,NE Gerard Avenue & East 167th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,2019700,,,40.83545663,-73.92011907,44,253,POINT (-73.92011907 40.83545663),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=210,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363902,84,15,BX04,BX042,BX,29
Brooklyn,East Flatbush-Erasmus,Rogers / Tilden / Veronica Place Garden,"2601 - 2603 Tilden Avenue, Brooklyn 11226",Rogers / Tilden / Veronica Place Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",,317,40,3079400,,,40.6472062,-73.9526235,67,476,POINT (-73.9526235 40.6472062),,,42,9,BKN17,BKN174,BKN,21
Manhattan,Washington Heights (South),NE Amsterdam Avenue & West 155th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,7,1023900,,,40.83161372,-73.94291718,33,212,POINT (-73.94291718 40.83161372),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=197,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363889,71,13,MN12,MN121,MN,31
Manhattan,Harlem (South),SW West 112 Street	& 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1018600,,,40.79805485,-73.94852463,28,41,POINT (-73.94852463 40.79805485),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=174,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363866,68,13,MN10,MN101,MN,29
Brooklyn,Brownsville,*CLOSED FOR THE SEASON* Iso Student Farm,"514 Rockaway Avenue, Brooklyn, NY 11212",Volunteers at Isabahlia LOE Foundation,"Seasonal, April-October",Fridays and Saturdays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.isabahlialoefinc.org/,316,41,3092400,,,40.6674207,-73.9102833,73,48,POINT (-73.9102833 40.6674207),,,55,8,BKN16,BKN162,BKN,25
Brooklyn,East New York (North),East New York Farms: Nehemiah Ten Community Garden,"565 Barbey St, Brooklyn, NY 11207",East New York Farms,Year Round,Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tuesday from 6:30pm - 8pm; Friday from 6:30pm - 8pm; Saturday from 8am - 2pm (Start Time: See above - End Time:  See above),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,3116200,,,40.6688541,-73.8857006,75,238,POINT (-73.8857006 40.6688541),,,60,8,BKN05,BKN054,BKN,19
Manhattan,Upper West Side (Central),79th St. Greenmarket,77th Street between Columbus Ave and Central Park West,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,6,1016500,,,40.780087,-73.974657,20,21,POINT (-73.974657 40.780087),,,67,12,MN07,MN072,MN,47
Brooklyn,Bushwick (East),NW Central Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3041700,,,40.69444688,-73.91854059,83,399,POINT (-73.91854059 40.69444688),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=67,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363759,53,7,BKN04,BKN042,BKN,18
Queens,Old Astoria-Hallets Point,SE 27 Avenue & 1 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4008700,,,40.77534869,-73.93613856,114,312,POINT (-73.93613856 40.77534869),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=144,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363836,36,14,QW01,QW013,QW,59
Queens,Douglaston-Little Neck,St. Anastasia Roman Catholic Church,246-02 Northern Blvd; Enter the path to the right of the school yard to the student garden,St. Anastasia Roman Catholic Church,Year Round,Fridays and Saturdays (Start Time: Fridays 8 AM; Saturdays 12 PM - End Time:  Fridays 12 PM; Saturdays 12:30 PM),"Not accepted: meat, bones, or dairy",https://www.sta.nyc/,411,19,4150701,,,40.7657836,-73.7408196,111,444,POINT (-73.7408196 40.7657836),,,26,3,QE11,QE114,QE,11
Manhattan,Financial District-Battery Park City,SmartComposting: One New York Plaza,One New York Plaza (Corner of Broad and Water Streets),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,1000900,,,40.70287,-74.01163,1,6,POINT (-74.01163 40.70287),,,61,10,MN01,MN011,MN,27
Manhattan,West Village,Hudson River Park's Pier 40 at W. Houston St.,Pier 40 at Houston St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,1006900,,,40.7298117,-74.0110087,6,53,POINT (-74.0110087 40.7298117),,,66,10,MN02,MN021,MN,27
Queens,Astoria (Central),NW Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007300,,,40.76701706,-73.92599747,114,317,POINT (-73.92599747 40.76701706),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=32,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363724,36,14,QW01,QW013,QW,59
Brooklyn,Prospect Heights,NW Vanderbilt Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3016300,,,40.67785104,-73.96890208,78,105,POINT (-73.96890208 40.67785104),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=106,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363798,44,10,BKN08,BKN081,BKN,25
Manhattan,Inwood,SE Broadway & Academy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1029100,,,40.86620151,-73.92508216,34,224,POINT (-73.92508216 40.86620151),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=206,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363898,72,13,MN12,MN124,MN,31
Bronx,Tremont,Mary Mitchell Center,"2007 Mapes Ave, Bronx, NY 10460",Mary Mitchell Family & Youth Center,Year Round,Monday-Friday (Start Time: 9:00 AM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",http://themarymitchellfyc.org/,206,17,2037100,,,40.844901,-73.887287,48,270,POINT (-73.887287 40.844901),,,79,15,BX06,BX062,BX,32
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3044300,,,40.70324915,-73.91453684,83,367,POINT (-73.91453684 40.70324915),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=100,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363792,53,7,BKN04,BKN042,BKN,18
Brooklyn,Bedford-Stuyvesant (East),NE Lewis Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3029300,,,40.68574435,-73.93556558,81,137,POINT (-73.93556558 40.68574435),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=29,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363721,56,8,BKN03,BKN034,BKN,25
Bronx,Westchester Square,NE Glebe Avenue & Zerega Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,18,2020200,,,40.8385211,-73.84905796,45,356,POINT (-73.84905796 40.8385211),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=22,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363714,87,14,BX10,BX101,BX,34
Manhattan,Midtown South-Flatiron-Union Square,Union Square Greenmarket,"E 17th St & Union Square E, New York, NY",NYC Compost Project Hosted by LES Ecology Center,Year Round,"Mondays, Wednesdays, Fridays, and Saturdays (Start Time: 8:00 AM - End Time:  5:00 PM)","Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,105,2,1005200,,,40.73661,-73.9893,13,124,POINT (-73.9893 40.73661),,,66,12,MN05,MN051,MN,28
Queens,Astoria (East)-Woodside (North),SE 38th Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4015500,,,40.76149921,-73.91796863,114,285,POINT (-73.91796863 40.76149921),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=87,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363779,36,14,QW01,QW014,QW,12
Bronx,Riverdale-Spuyten Duyvil,Riverdale Neighborhood House,"5521 Mosholu Ave Bronx, NY 10471",Riverdale Neighborhood House,Year Round,Thursdays (Start Time: 1:00 PM - End Time:  6:00 PM),"Not accepted: meat, bones, or dairy",https://www.riverdaleonline.org/,208,11,2033700,,,40.9035436,-73.9038447,50,334,POINT (-73.9038447 40.9035436),,,81,15,BX08,BX083,BX,33
Brooklyn,Madison,Avenue U and East 16th Street,"Avenue U and East 16th Street, southeast corner",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,315,48,3058000,,,40.5988666,-73.9553874,61,431,POINT (-73.9553874 40.5988666),,,45,8,BKS15,BKS152,BKS,22
Queens,Jackson Heights,CLOSED FOR THE SEASON: Farm Spot CSA,33-50 82nd street,Volunteers at Farm Spot,June 23-Oct 27,Thursdays (Start Time: 6:00 PM - End Time:  7:30 PM),"Not accepted: meat, bones, or dairy",Farmspot.org,403,25,4028300,,,40.754004,-73.885483,115,416,POINT (-73.885483 40.754004),,,34,6,QW03,QW032,QW,13
Manhattan,East Harlem (North),SW East 123rd Street & 2nd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1019400,,,40.8022352,-73.9366968,25,184,POINT (-73.9366968 40.8022352),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=194,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363886,68,13,MN11,MN113,MN,30
Staten Island,Port Richmond,*CLOSED FOR THE SEASON* West Brighton,Chappell Street and Henderson Avenue,Snug Harbor Youth,Year Round,Fridays (Start Time: 4:00 PM - End Time:  5:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,501,49,5013302,,,40.636758,-74.119727,120,461,POINT (-74.119727 40.636758),,,61,11,SI01,SI013,SI,23
Manhattan,East Harlem (South),NW East 106th Street & Park Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017401,,,40.79314192,-73.94825712,23,197,POINT (-73.94825712 40.79314192),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=187,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363879,68,13,MN11,MN111,MN,29
Bronx,Norwood,NE East Mosholu Parkway North & Van Cortlandt Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,2041900,,,40.87628034,-73.88136584,52,329,POINT (-73.88136584 40.87628034),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=236,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363928,80,15,BX07,BX073,BX,33
